row_id,sentiment_text,ground_truth,subject_tag,final_text_style_c,bing_liu_sentiment,bing_liu_sentiment_score,bing_liu_sentiment_confidence
65,"⬆️ &gt;&gt; I&#39;ve been #ImmersionLearning #French #VictorHugo perfectly captured the essence of #FoxNews, #CNN, and a whole bunch of American &quot;news&quot; #media all the way back in 1862.&quot;il y a beaucoup de bouches qui parlent et fort peu de têtes qui pensent.&quot;#Trump #Miller #StephenMiller #Hegseth #PeteHegseth #Iran #IranWar",neutral,General Conflict,arrow get live perfectly capture essence whole bunch american news way back beau coup de touch que parent fort per de tote que pendent,positive,1.0,1.0
66,"Interview: &quot;A huge amount of global oil &amp; gas passes through the Strait of Hormuz, particularly for Europe. It&#39;s already starting to affect the oil price.&quot;Alastair Crooke unpacks:* the flawed assumptions of the US about how a war on Iran would pan out;* Iran&#39;s military strategy - first, exhaust the Israeli et al. interceptors...* how the war will affect the global resource flow and economy;&amp; much more.https://www.youtube.com/watch?v=YL8rXeNkXsQ #USPol #eupol #IranWar #USImperialism #Economy .",neutral,General Conflict,interview huge amount global oil amp gas pass strait hormuz particularly europe already start affect oil price alistair brooke unpacks flaw assumption u war iran would pan iran military strategy first exhaust israeli al interceptor war affect global resource flow economy amp much,negative,-1.0,1.0
67,#freeonis reporting from the world stage.https://www.youtube.com/watch?v=Tj0OJedEXHM#Ukraine #CloseOurSky #Trump #middleEast #Iran #IranWar #USA,neutral,General Conflict,report world stage,neutral,0.0,0.0
68,@Lazarou when i hear bomber i think defensive #IranWar #UKPol #UKpolitics #Labour #War #USA #Israel #WWIII #EpsteinClass,neutral,General Conflict,hear bomber think defensive,negative,-1.0,1.0
69,"9465 kHz: BBC Emergency Service to #Iran in Farsi, changed freq again, from 9770 back to originally listed 9465. Still via Woofferton🇬🇧 as the signal is MASSIVE here in Poland 🔥 #shortwave #IranWar #WARINIRAN",neutral,General Conflict,khz bic emergency service farsi change freq back originally list still via woofer united kingdom signal massive poland,negative,-1.0,1.0
70,"There's also a coalition of organizations continuing protests against Trump's #IranWar across the US if you want to exercise your constitutional rights in person too, but for your own safety please carefully read the preparation advice of your State's local organizers!!! Trump's goons are arresting, assaulting, gassing &amp; shooting innocent protestors, so it's worth considering other safer ways to show your support like donating to these orgs or volunteering. https://www.answercoalition.org/iran",negative,Protest/Activism,also coalition organization continue protest trump across u want exercise constitutional right person safety please carefully read preparation advice state local organizer trump goon arrest assault gas amp shoot innocent protestors worth consider safe way show support like donate org volunteer,positive,0.4,0.4
71,Influencer ‘stranded’ due to Iran war because he refuses to fly economy class  https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/influencer-stranded-due-iran-war-refuses-fly-economy-class-27283751/,neutral,General Conflict,influence strand due iran war refuse fly economy class,negative,-1.0,1.0
72,What a shit-show....#KeirStarmer #Starmer #YvetteCooper #EdMilliband #ShabanaMahmood #RachelReaves #EpsteinClass #Labour #IranWar,negative,General Conflict,shit show,negative,-1.0,1.0
73,Everybody in the US now pays a dollar more a gallon for gas because Trump wants us to stop talking about how he raped a 13 year old. #Iran #Epstein #IranWar #EpsteinWar #Trump #ICE #Vote,negative,General Conflict,everybody u pay dollar gallon gas trump want u stop talk raped year old,neutral,0.0,1.0
74,This &quot;Defensive action&quot; lie is looking paper thin.Another of Labour&#39;s &#39;illegal wars&#39; that they&#39;re dragging this nation into....how Epstein Class of them. https://www.theguardian.com/world/2026/mar/07/us-bomber-lands-in-uk-after-warning-of-surge-in-strikes-on-iran#IranWar #UKPol #UKpolitics #Labour #War #USA #Israel #WWIII #EpsteinClass,negative,General Conflict,defensive action lie look paper thin another labours illegal war drag nation epstein class,negative,-1.0,1.0
75,"NEW: A classified U.S. intel report completed before the war warned that even a large-scale attack wouldn’t topple Iran’s regime. Analysts say no internal force in Iran is powerful enough to challenge the regime’s remaining grip on power.Yet Trump says:“We want them to have a good leader. We have some people who I think would do a good job.""“Bending the knee to Trump would go against everything they stand for,” one expert said. https://wapo.st/4lcrq3M #press  #iranwar",neutral,Military Action,new classify u intel report complete war warn even large scale attack topple iran regime analyst say internal force iran powerful enough challenge regime remain grip power yet trump say want good leader people think would good job bend knee trump would go everything stand one expert say,positive,0.5,0.5
76,Oil and gas prices surge as Iran war expandsNEW YORK (AP) — The price of oil surged higher and showed no signs of halting its rapid…#NewsBeep #News #BreakingNews #APTopNews #breakingnews #Business #ClaudioGalimberti #DonaldTrump #Energyindustry #Generalnews #Iran #Irangovernment #iranwar #Israelgovernment #JerryDalpiaz #MarkDoran #MiddleEast #U.S.news #Warandunresthttps://www.newsbeep.com/422963/,negative,General Conflict,oil gas price surge iran war expand new york price oil surge high show sign halt rapid news,positive,1.0,1.0
77,"There are also several petitions demanding Congress end Trump's #IranWar , signing them can help pressure your elected officials to do the right thing too! https://sign.moveon.org/petitions/tell-congress-stop-war-on-iran",neutral,General Conflict,also several petition demand congress end trump sign help pressure elect official right thing,positive,1.0,1.0
78,The Fog of War's First Casualty  https://peer.adalta.social/w/jB36sBY8oGeEN6SVWuWsfN,neutral,General Conflict,fog war first casualty,negative,-1.0,1.0
79,"RE: https://journa.host/@ScottLucas/116188138466644158With Pakistan TV:Evaluating possible de-escalation of US- #Israel war on #Iran, expressing caution because of lack of success to #Qatar Differences between #Trump and Israeli aims Facts over Iran nuclear programMilitary and economic consequences of a spreading #IranWar",neutral,General Conflict,pakistan evaluate possible de escalation u war express caution lack success difference israeli aim fact iran nuclear program military economic consequence spread,neutral,0.0,1.0
80,"Congress provides a website where you can find contact information for your elected officials by entering your address, use it to let them know you do not support Trump's illegal #IranWar ! Then keep doing it until they vote to end it!https://www.congress.gov/members/find-your-member",neutral,General Conflict,congress provide website find contact information elect official enter address use let know support trump illegal keep vote end,positive,0.3333333333333333,0.3333333333333333
81,Spencer Kimball reports global trade faces disruption as the Iran war halts tanker traffic in the Strait of Hormuz. The Trump administration announced a $20 billion reinsurance program to restart oil movement. Click to understand the impact of this critical move.https://www.cnbc.com/2026/03/06/trump-reinsurance-oil-iran-war.html #OilPrices #IranWar #GlobalTrade,neutral,General Conflict,spencer kim report global trade face disruption iran war halt tanker traffic strait hormuz trump administration announce billion reinsurance program restart oil movement click understand impact critical move,negative,-0.3333333333333333,0.3333333333333333
82,"NOW ON VERDANT SQUARE RADIO == NOW PLAYING == The Coffee Klatch with Robert Reich 3/7/26 - In With #Iran, Out With #KristiNoem ft. W. Kamau Bell  https://www.youtube.com/watch?v=pWzKLEiITN8 #news #uspol #geopolitics #iranwar #trump #commentary #progressive #left #RobertReich #Democrats #vsn #radio  #DiverseSpectrumOfTheLeft #SupportIndependentMedia #Resisthttps://mastodon.social/@VerdantSquareRadio/116188304568114344 #news #arts #left #commentary #radio #publicradio #community",neutral,General Conflict,verdant square radio play coffee klatch robert reich kama bell,neutral,0.0,0.0
83,"""Quiet escalation:🚨#Russia is reportedly giving Iran real-time intel on US warships.#Iran doesn’t need decisive victories to escalate.💔It only needs casualties.This dramatically changes the escalation dynamics—&amp; what comes next.Realists have long warned that🚨great powers rarely stay neutral when their rivals are under pressure.Support begins quietly.🚨Then the conflict widens.""-R Pape#Putin #TrumpRegime #IranWar #Israel #DOD #Hegseth #WarCrimes #Protest #USPolhttps://escalationtrap.substack.com/p/the-escalation-trap-widens-russias",neutral,Protest/Activism,quiet escalation police car light reportedly give iran real time intel u warships need decisive victory escalate broken heart need casualty dramatically change escalation dynamic amp come next realist long warn police car light great power rarely stay neutral rival pressure support begin quietly police car light conflict widener page,positive,0.45454545454545453,0.45454545454545453
84,"When the corporate media mentions US allies in the #Iranwar, my mind immediately goes the the last year of US #tariffs. US corporate will attempt to have it all ways but the US citizens are not buying corporate media nonsense anymore.#NoKings !",negative,General Conflict,corporate medium mention u ally mind immediately go last year u u corporate attempt way u citizens buy corporate medium nonsense anymore,negative,-1.0,1.0
