row_id,sentiment_text,ground_truth
383,Brits arriving home say Dubai ‘is like the band still playing on Titanic as it sank’  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/brits-arriving-home-say-dubai-is-like-band-still-playing-titanic-sank-27257291/,neutral
384,"Report: US investigators say the US military probably carried out the double-tap strike that killed 165, mostly young girls, at an Iranian elementary school.A &quot;double-tap strike&quot; kills one group, then waits for medics &amp; other civilians to arrive in order to kill them as well.https://www.middleeasteye.net/news/us-investigators-say-american-strike-most-likely-responsible-iranian-school-massacre #USWarCrimes #USPol #EUPol #IranWar #IranSchoolAttack #news .",negative
385,"""Washington’s western allies may be privately uncomfortable at being visibly associated with another illegal US-Israeli war. But in supporting more than two years of genocide in Gaza, they already made their pact with the devil. There is no going back now""#Iran #Israel #US #IranWarIsrael planned this war on Iran for 40 years. Everything else is a smoke screen | Middle East Eyehttps://www.middleeasteye.net/opinion/israel-planned-war-iran-40-years-everything-else-smoke-screen",negative
386,I have a question for the American #republican #Congress :Are you proud of yourselves?#ICE #Epstein #Democracy #tariffs #Racist #incompetence #IRAN #iranwar,neutral
387,"For decades, critics have warned that military interventions in the Middle East create more instability rather than solving problems.The current strikes in Iran by Israel and the United States have already killed large numbers of people and risk expanding the conflict across the region. �The Business StandardHistory shows that violence often leads to more violence, creating a cycle that becomes harder to break with every new war.#IranWar #IranIsraelWar #MiddleEastCrisis #PeaceNow",negative
388,Latest paper out now! https://bit.ly/sol-762#Iran #Iranwar #revolution #uprising #freedom #bombing #war #Ukraine #Russia #Putin #socialism #workers #classWar #climateChange #israel #palestine #gaza #union #feminism #blacklivesMatter #farRight #antifa #fascism #trans #lgbtQ #history #debate #politics #uk #ukpol #labour #elections #news #journalism #communism,negative
389,"Another early morning cuz #Insomnia ...if I get up to wiz, I just can't seem to turn my brain off. Wish I could predict that, so I could just pop a melatonin and get back to sleep.What is there to keep my brain occupied? Well, let's see ... (gestures to the world)#IranWar #EpsteinFiles #Revolution#SaveActTaxesYourVote #RTO#NewJob#Parenthood",neutral
390,Breaking #FakeNews: European Uniom let's Keir Starmer know they could always rejoin the union.#Britain #IranWar,neutral
391,Iran launches Wave 22 missile strikes as Deputy FM warns of total war at Delhi summit. https://english.mathrubhumi.com/news/world/operation-true-promise-iran-launches-wave-22-missile-strikes-minister-warns-of-total-war-s57osg73?utm_source=dlvr.it&amp;utm_medium=mastodon #IranWar #IRGC #MiddleEastConflict #USIsraelWar #MissileAttack,negative
392,"RE: https://journa.host/@ScottLucas/116181979599053987With Ireland's Tonight Show:#Europe needs to support Gulf States in attempts for de-escalation US- #Israel war on #Iran and Iranian retaliation“We're in a zone of uncertainty on how much this could escalate""#IranWar #Trump #Lebanon #SaudiArabia #Kuwait #UAE #Oman #Bahrain",neutral
393,EA on International Media: What Next After #Israel- US Killing of #Iran ’s #SupremeLeader?#IranWar #Lebanon #SaudiArabia #UAE #Kuwait #Oman #Bahrain #Trumphttps://eaworldview.com/2026/03/what-next-iran-israel-us-killing-supreme-leader/,neutral
394,"&quot;This war is still, for its aggressors, a war of choice – and a choice that was taken without Europe at the table. That makes the language with which Europe has responded to those aggressors all the more unsettling.&quot;This week in our Good Week, Bad Week newsletter: Europe&#39;s response to the escalating conflict in the Middle Easthttps://substack.com/home/post/p-190033346#iran #iranwar #europe #politics #geopolitics",neutral
395,Haha. #Trump wants to impose his own unique style of “democracy” on #Iran. #IranWar https://www.reuters.com/world/middle-east/trump-tells-reuters-us-will-have-role-choosing-irans-next-leader-2026-03-05/,neutral
396,Anti-war demonstration on Saturday to protest Cyprus’ involvement https://cyprus-mail.com/2026/03/06/anti-war-demonstration-on-saturday-to-protest-cyprus-involvement #Cyprus #IranWar,neutral
397,BBC Question Time with @georgemonbiot.bsky.social@bsky.brid.gy: “Is the UK being dragged into US-Israel war with Iran (full video):   #bbcqt #iranwar'Is the UK being dragged into ...,neutral
398,"RE: https://journa.host/@ScottLucas/116181133954451208#Israel Defense Forces: We carried out ""broad-scale wave” of 26 strikes in the Dahieh area of southern #Beirut overnightTargets included a command center of #Hezbollah executive council and a facility storing drones for attacks against Israel#Lebanon #IranWar",neutral
399,Trump urges Iranian Kurds to attack Iran as war widensIsrael says it had started a &quot;broad-scale&quot; wave of attacks against infrastructure targets in Tehran.https://www.sabcnews.com/sabcnews/trump-urges-iranian-kurds-to-attack-iran-as-war-widens/#Iran #Trump #IranWar #USA #USANews #News #IranNews,negative
400,US bombs Iranian drone carrier ship.#AureFreePress #News #iranwar,negative
401,"""Epstein files with claims against Trump released by US Justice Department""No wonder he wanted to start a war.https://www.aljazeera.com/news/2026/3/6/epstein-files-with-claims-against-trump-released-by-us-justice-department#Distraction #EpsteinFiles #ReleaseTheEpsteinFiles #IranWar",negative
402,"A sustained disruption of traffic through Hormuz would not simply constitute an energy crisis. It would also represent a fertiliser shock (where prices go up dramatically and supply goes down) – and, by extension, a direct risk to global food security.#Food #FoodSecurity #Fertilisers #IranWarHow the Iran war could create a ‘fertiliser shock’ – an often ignored global risk to food prices and farminghttps://theconversation.com/how-the-iran-war-could-create-a-fertiliser-shock-an-often-ignored-global-risk-to-food-prices-and-farming-277552",neutral
403,Seven days into the war - and last night was the first without a single launch from Iran.#AureFreePress #News #press #iranwar,neutral
404,"Israeli strikes hit Iran and Lebanon as US targets Iranian warship fleetDUBAI, U…#NewsBeep #News #Headlines #AliKhamenei #AliRezaArafi #BradCooper #Business #DonaldTrump #Drones #Generalnews #Governmentandpolitics #Iran #Irangovernment #iranwar #Israel #Israelgovernment #Lebanon #MasoudPezeshkian #MiddleEast #MIDEASTWARS #Militaryanddefense #mojtabakhamenei #PeteHegseth #Politics #SaudiArabiagovernment #VolkerTrk #Warandunrest #Washingtonnews #World #Worldnewshttps://www.newsbeep.com/420835/",neutral
405,Map shows dwindling shipping through Strait of Hormuz since Iran attack  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/map-shows-dwindling-shipping-strait-hormuz-since-iran-attack-27256472/,neutral
406,Iran War Oil Shock Threatens to Unleash Wave of Global Inflation https://www.bocvip.com/1236069/iran-war-oil-shock-threatens-to-unleash-wave-of-global-inflation-2/ #AsianEconomy #BloombergBusinessweek #businessweek #CarolMassar #CrudeOilPrices #economy #EuropeInflation #EuropeanEconomy #gas #GlobalEconomy #GlobalInflation #inflation #iran #IranOil #IranOilProduction #IranWar #JenniferWelch #Mining #oil #OilPrices #TariffInflation #TimStenovec #trump #TrumpInflation,negative
407,🚨 Tehran Under Attackईरान की राजधानी Tehran में लगातार हमले।रिपोर्ट्स के अनुसार 1000+ मौतों की आशंका।दुनिया भर में चिंता बढ़ी।Koshi Voice#Tehran #IranWar #BreakingNews #WorldConflict #GlobalNews #KoshiVoicehttps://www.youtube.com/channel/UCCvFIWpJwQwWHKE9yzixw9A,neutral
408,"An Iranian parliament member on the National Security Commission threatened on live state television to execute anyone who defies the regime, including children. ""If your children dare say a word in support of the enemy, their death sentence has been issued,"" he said.#AureFreePress #iranwar",negative
409,"The suffering of civilians during war is not a new story in the Middle East. Cities have been destroyed, millions displaced, and entire generations forced to grow up in conflict zones.The latest strikes in Iran have added another chapter to this tragic history, with reports of hundreds killed and thousands wounded. �The Washington PostMany voices around the world are demanding that global powers prioritize diplomacy instead of military escalation.#IranWar #IranIsraelWar #StopTheWar #HumanRig",negative
410,"""The scene here in south-eastern Tehran is chaotic. A group of teenage girls sit by the roadside, their faces blank as people run past. A woman hurriedly shoves a few of her belongings into a car, carefully placing a cage with her two cockatiel birds on the passenger seat. Others rush back into damaged apartments to grab what they can: documents, electronics, a few valuables""#Iran #Tehran #IranWar #Photography #USWar #Israel https://www.theguardian.com/world/2026/mar/05/inside-tehran-under-attack-photo-essay",neutral
411,"War is often presented as a necessary action, but the reality is always brutal. The bombs dropped on cities do not distinguish between soldiers and civilians.Critics argue that Israeli strikes supported by the United States have intensified the suffering in Iran and pushed the region closer to a wider war. Each day the violence continues, more innocent lives are lost.The world should not stay silent while people are dying in conflicts driven by political interests.#IranWar #IranIsraelWar #End",negative
412,"RE: https://journa.host/@ScottLucas/116181440636599028#Zelensky says, as US military warns of its shortage of interceptors v. protracted #Iran missile and drone retaliation""We received a request from the United States for specific support in protection. I gave instructions to provide the necessary means""#IranWar #Israel",neutral
413,EA-Irish Independent Podcast: 80 Years of US- #Iran Relations in 29 Minutes (Scott Lucas with Fionnán Sheahan)#IranWarhttps://eaworldview.com/2026/03/80-years-of-us-iran-relations-in-29-minutes/,neutral
414,"Within hours of US-Israeli airstrikes that killed Iran’s Supreme Leader Ayatollah Ali Khamenei, Tehran imposed a near-total internet shutdown, cutting off 90 million people. Journalists now rely on VPNs, Starlink and smuggled videos—while risking arrest or even execution under new espionage laws 👇  https://www.blueprintforfreespeech.net/en/news/war-reporting-during-a-blackout@wired @WiredMiddleEast#IranWar #Starlink",negative
415,"""We are removing those religious lunatics from power.""That's a video from the White House yesterday. Via Olga Nesterova https://bsky.app/profile/onestpress.onestnetwork.com/post/3mgdsl5vppk2d#USPol #Religion #Christianism #Autocracy #IranWar",negative
416,"Sri Lanka brings Iranian sailors ashore after ship sought helpCOLOMBO, Sri Lanka (AP) — Sri Lanka began transferring more than 200 sailors from an Iranian vessel to…#NewsBeep #News #BreakingNews #AbbasAraghchi #AnuraKumaraDissanayake #AsiaPacific #Boatandshipaccidents #breakingnews #Generalnews #IndianOcean #Internationalagreements #Iran #Irangovernment #iranwar #Politics #SriLanka #Worldnewshttps://www.newsbeep.com/420814/",neutral
417,"Heavy attacks hit Tehran, Israeli strikes pound BeirutFollow live coverage of developments in the Middle East as the war enters its seventh day.https://www.rte.ie/news/middle-east/2026/0306/1561927-middle-east/#IranWar #Israel #Lebanon #IsraelNews #Tehran #Beirut #News #Iran #LebanonNews #IranNews",negative
418,Indonesia caught between US alliance and Muslim anger over Iran war#Indonesia #IranWar #Trump #BoardOfPeace #AusNewshttps://thedailyperspective.org/article/2026-03-06-indonesia-caught-between-us-alliance-and-muslim-anger-over-iran-war-6817ff35,negative
419,"""If we examine the origins, or what we can discern of them, we get an inkling of something rather different: a closed domain of international oligarchs, exploiting the state’s power and patriotic sentiment, while creating a world order in which the American state is much weaker, or simply ceases to function. An oligarchical corridor.""#oligarchy #IranWar #USPolitics #inequality https://substack.com/app-link/post?publication_id=310897&amp;post_id=190054356&amp;isFreemail=true&amp;r=kyt85&amp;token=eyJ1c2VyX2lkIjozNTIxNjUwMSwicG9zdF9pZCI6MTkwMDU0MzU2LCJpYXQiOjE3NzI3NTY2NDUsImV4cCI6MTc3NTM0ODY0NSwiaXNzIjoicHViLTMxMDg5NyIsInN1YiI6InBvc3QtcmVhY3Rpb24ifQ.acx1KGWwS0rrQajv2UUEdpbSLJVstokthhMyhpEHh2A",neutral
420,"Turkey fears it will pick up the bill for Washington&#39;s war in IranTurkish President Recep Tayyip Erdogan is intensifying diplomatic efforts to end the Iran war after an Iranian missile was shot down approaching Turkey. The country worries it could be among those most affected by the conflict, as rising oil prices threaten the nation’s fragile economy and a potential Iranian [...]https://www.rfi.fr/en/podcasts/international-report/20260305-turkey-fears-it-will-pick-up-the-bill-for-washington-s-war-in-iran#USANews #Turkey #News #USA #TurkeyNews #IranWar #IranNews #Iran #Washington",negative
421,US sinks warship as Trump warns Iran: ‘Surrender or face guaranteed death’  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/us-sinks-warship-trump-warns-iran-surrender-face-guaranteed-death-27255668/,negative
422,Emergency alert sent to people in Dubai ‘to seek immediate shelter’ over ‘missile threats’  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/emergency-alert-sent-people-dubai-to-seek-immediate-shelter-missile-threats-27255844/,negative
423,This Is Even Dumber And Crazier Than The Iraq War: https://open.substack.com/pub/caitlinjohnstone/p/this-is-even-dumber-and-crazier-than?utm_campaign=post-expanded-share&amp;utm_medium=web#freeiran#vietnamwar#iraqwar#iranwar#usdisaster,negative
424,"Ansarallah official says Yemen in ‘declared state of war’  Ali al-Imad, head of Yemen’s Central Organization for Control and Auditing and member of the Ansarallah political bureau, told&nbsp;The Cradle&nbsp;in an exclusive interview on 4 March that Sanaa is already in a “declared state of war.”His comments signal potential intervention from Yemen, at some point, in the ongoing regional war sparked by the US-Israeli aggression on Iran.“Sanaa considers itself to be in a declared state of war, and the decision to escalate depends on battlefield conditions,” he said when asked about opening a front.Asked about why Sanaa’s forces have not already entered the fight directly, Imad told&nbsp;The Cradle:“From the very first day, the leader of Ansarallah, Sayyed Abdul Malik al-Houthi, announced our full readiness for confrontation. We consider ourselves to be in a declared state of war and confrontation, but determining the time and place of engagement is subject to the leadership’s decision and the conditions of the battle. We believe we are one front, and we fight our enemies only within a unified collective path.”He responded to speculation that Yemen’s position is linked to Gulf states directly entering the war offensively by saying that this “battle is not Arab versus Arab, nor is it between Islamic countries.”“The confrontation is with the US, with its direct military presence and its roles in the region. We do not link our position to any Gulf decision, and there has been no bilateral communication or offers from those regimes, nor could we accept such things,” he went on to say.“We consider standing with Iran a religious and national duty because it is on the front line confronting a project that targets the entire region, whether under the banner of ‘Greater Israel’ or the ‘New Middle East.’ We will remain steadfast in supporting the Axis of Resistance in confronting Israel, the US, and some western countries,” he added.The Cradle&nbsp;also asked the Ansarallah member if the delay in Yemeni military intervention was Sanaa’s decision, or if Yemen was waiting for a decision or request from the Axis of Resistance.“The path is one, and coordination exists within a unified front. The Yemeni decision is strongly present, but it is part of a broader vision based on acting as one nation confronting a single enemy. Victory can only be achieved through integration and coordination.”When questioned about Yemen’s red lines, he said, “Our strategy is based on clear phases of escalation. When the enemy crosses certain lines, we move to a new stage.”“This approach has been tested and proven effective, and it was previously adopted in the support front in support of Gaza.”After the genocide started in Gaza in 2023, the Ansarallah-led Yemeni Armed Forces (YAF) was among the first groups to intervene militarily – alongside Lebanon’s Hezbollah and Iraqi resistance factions.The YAF implemented an unprecedented naval blockade on Israel, and began to target vessels linked to Israeli interests or those which were en route to Israeli ports. The operations inflicted a major blow to global shipping and the Israeli economy, while European and US naval deployments failed to deter Sanaa.Yemen also targeted&nbsp;Washington’s warships, with US officials saying at the time that it was the most intense naval combat since World War II.US President Donald Trump launched a major war against Yemen in March 2025, killing hundreds of civilians in a massive bombing campaign that failed to prevent the YAF from continuing its operations.The interview with Imad comes as Iran launches non-stop drone and missile operations against Israeli targets and US bases in the Gulf, in response to the unprovoked&nbsp;war&nbsp;initiated by Washington and Tel Aviv against Tehran days ago.Iraqi resistance factions have also targeted US bases with drones.Hezbollah has begun military operations as well and has targeted several Israeli Merkava tanks on the Lebanese southern&nbsp;border.Joint rocket and missile barrages by Hezbollah and Iran were launched toward Israel on Wednesday for the first time.source: The Cradle  https://abolitionmedia.noblogs.org/?p=29465  #ansarallah #iranWar #palestine #resistance #westAsia #yemen",neutral
425,The US's war with Iran is looking just like the Vietnam War. The US lost the Vietnam War. Vietnam was an ally of China and the Soviet Union at that time.https://en.wikipedia.org/wiki/Vietnam_War#freeiran#china#vietnamwar#iranwar#deathofusempire,neutral
426,Martyn Turner @turnercartoons on #Iran #IranWar #MiddleEastConflict – political cartoon gallery in London original-political-cartoon.com,neutral
427,However Trump thinks that the people he has sent to die are suckers and losers so he doesn't care. #Trump #iranwar https://people.com/trump-says-i-guess-americans-should-worry-about-iran-attacks-11920588,negative
428,Steven Camley @CamleyCartoons on Donald #Trump and Keir #Starmer #Iran #IranWar #MiddleEastConflict #TrumpWar #Churchill @heraldscotland – political cartoon gallery in London original-political-cartoon.com,neutral
429,"RE: https://journa.host/@ScottLucas/116181133954451208#Canada: We may assist defense of Gulf States v. Iranian retaliation, but will not join US- #Israel war on #Iran Head of Canadian military: “Any operation would have to be within that zone of self-defense”#IranWar",neutral
430,"""Time and again, Israel has used massive firepower on civilian infrastructure and residential areas to break the will of a society ..so that the population would expend their energies on survival rather than resistance.This is what Hegseth and Rubio are now declaring as Washington’s war aims in Iran. A wilful, savage demonstration of mass destruction to no purpose other than the demonstration itself""#Iran #Israel #US #IranWarhttps://www.jonathan-cook.net/blog/2026-03-05/iran-israel-military-cult-us-grip/",negative
431,"The price of diesel in Germany has climbed to more than €2 ($2.32) per litre as a result of the war in Iran, the ADAC automobile association said on Wednesday.https://dmarketforces.com/diesel-passes-e2-ltr-in-germany-over-u-s-iran-war/#Diesel #Germany #IranWar",neutral
432,I see that Trump is using the Iran war as an excuse to give his mate Putin a helping hand with fighting his war in Ukraine.https://www.cnbc.com/2026/03/06/us-india-waiver-russian-oil-iran-war-energy-supply-worries-.html#Trump #PutinsPuppet #IranWar #RussianOil #UkraineWar,negative
433,"Wars often begin with political speeches, but their consequences are written in the lives of ordinary people.In the current Iran conflict, critics say Israel’s military campaign and the support it receives from the United States have intensified the crisis and increased civilian suffering.The world must ask whether endless wars can ever bring stability to a region that has already endured so much violence.#IranWar #IranIsraelWar #Peace #Justice",neutral
434,"Donald Trump says US wants to be involved in choosing Iran&#39;s next leader as conflict spreadsDonald Trump insists he has a say in picking Iran&#39;s next supreme leader, as the conflict reverberates throughout the region.https://www.sbs.com.au/news/article/donald-trump-wants-a-say-in-irans-next-leader-as-war-spreads-to-azerbaijan/74e9m7qia#IranWar #IranNews #Iran #News #Trump #USANews #USA",neutral
435,2 of 3 of his predictions has proved. Waiting for the last one.Professor Jiang Warns US Will LOSE Iran War https://youtube.com/shorts/TQ6_QezaTj8?si=6bNwnOuspwFus7k4#us #iranWar #iran,negative
436,"Behind every headline about war are real human stories: a mother searching for her child, families fleeing their homes, communities turned into ruins.Reports of massive airstrikes in Iran have sparked outrage among many observers who accuse Israel and the United States of using overwhelming military force without regard for the humanitarian consequences.History will judge how the world responded to this crisis. Silence in the face of suffering is never neutral.#IranWar #IranIsraelWar #Justice",negative
437,Israel’s military chief warns the operation against Iran is moving to the “next phase” as fresh airstrikes hit Tehran and US forces reportedly strike an Iranian drone carrier amid escalating Middle East conflict. https://english.mathrubhumi.com/news/world/israel-iran-conflict-enters-next-phase-warns-israeli-military-chief-massive-attack-rocks-tehran-nihg0jsa?utm_source=dlvr.it&amp;utm_medium=mastodon #IranIsraelWar #MiddleEastConflict #IranWar #IsraelDefenseForces,negative
438,"—&gt;&gt; #JimmyKimmel ⦁ #JimmyKimmelLive &lt;&lt;—  #TRump Fires #KristiNoem  Missing #EpsteinFiles Published  #Republicans Play Both-Sides of #IranWar  #Comedy #Humour #Humor #Pol #Politics #GeoPolitics #WorldNews #News #AusPol #CdnPoli #EUpol #NZpol #UKpol #USpol youtu.be/xIPwqM2Wyr4Trump Fires Kristi Noem, Missi...",neutral
439,"Interesting, someone (Iran?) broadcasting English anti-Trump content on 11780Mhz, you can hear it on SDR in Europe.  Looks like it's technically the ""IRIB Voice of I.R. Iran"". Wondering who they are replaying (American accents... but who knows nowadays with AI).  US, UK consider them hostile propaganda, including sanctions and criminal charges against anyone caught working with that shortwave channel. #shortwave  #IranWar",neutral
440,—&gt;&gt; #JimmyKimmel ⦁ #JimmyKimmelLive &lt;&lt;—#TRump Fires #KristiNoemMissing #EpsteinFiles Published#Republicans Play Both-Sides of #IranWar#Comedy #Humour #Humor#Pol #Politics #GeoPolitics #WorldNews #News#AusPol #CdnPoli #EUpol #NZpol #UKpol #USpolhttps://youtu.be/xIPwqM2Wyr4,neutral
441,Six American soldiers killed in Iran strike; war casts shadow over Western alliance#IranWar #USMilitary #MiddleEast #AusNewshttps://thedailyperspective.org/article/2026-03-06-six-american-soldiers-killed-in-iran-strike-war-casts-shadow-over-western-allian-dbf65e49,negative
442,A look at the Kurds and their relationships in the Middle EastBRUSSELS (AP) — Thousands of battle-hardened Kurds in northern Iraq are preparing for a potential cross-border military opera…#NewsBeep #News #Headlines #AbdullahMohtadi #DonaldTrump #Generalnews #george-w-bush #gerald-ford #Iran #Irangovernment #iranwar #Iraq #Iraqgovernment #Islam #KhalilNadiri #Politics #Rebellionsanduprisings #RonaldReagan #SaddamHussein #U.S.news #Warandunrest #World #Worldnewshttps://www.newsbeep.com/420548/,neutral
443,NHK News: Trump hints at taking actions on Cuba after Iran military operations endhttps://www3.nhk.or.jp/nhkworld/en/news/20260306_10/#USPol #IranWar #Cuba,neutral
444,"Interview: &quot; We already are in a scenario where the US has lost control of this war&quot;&quot;Iran is the weaker party, but it has the capability to create a much longer mayhem than envisioned by the US &amp; Israel.&quot;~Political scientist Vali Nasrhttps://www.aljazeera.com/video/the-bottom-line/2026/3/4/iran-war-redrawing-the-map-of-the-middle-east-israeli-style #USPol #EUPol #IranWar #USImperialism #news #USIsraeliCrimes .",neutral
445,Africa: The Iran War and Global Trade - Will the Cape Route Become the New Normal?: [The Conversation Africa] Events in the Middle East during February and March 2026 again disrupted the flows of shipping trade to the eastern and western spheres of the international system. http://newsfeed.facilit8.network/TRKVHL #Africa #IranWar #GlobalTrade #ShippingTrade #CapeRoute,neutral
446,"The images coming from Iran today are heartbreaking: destroyed neighborhoods, injured civilians, and families searching for loved ones.Reports say the conflict has already killed more than a thousand people and left thousands wounded in just a short period of time. �The Business StandardMany observers believe that if diplomacy is not prioritized, the conflict could spread further across the Middle East.#IranWar #IranIsraelWar #MiddleEastConflict #StopWar",negative
447,"#EtymologyNerd #Iran #IranWar #Genocide #USPol #PoliticsNot only is #Trump still supporting the genocide perpetrated by #Israel, he’s also now doing everything he can to not be outdonehttps://youtube.com/shorts/xRNCQbWLZww?si=Pc0BI065APZ_2UOJ",negative
448,"RT: @barbaraslavin1 . key point re #Iranwar @potus would be satisfied with a #Venezuela solution for #Iran; Bibi prefers a #Libya model of chaos, civil war and fragmentation. At what point will Trump see that  U.S. and #Israeli aims diverge and what will he do about it? @NPRinskeep @TomGoldstone",neutral
449,"I buy home heating oil for my workplace. Price jump 80 cents a gallon in four days, thanks to Trump's War of Stupidity to Distract from his bff Epstein and child rapists.#Trumpflation #IranWar#epstein_files",negative
450,Iran is the only country fighting a war against 16 countries at once.  Allahu Akbar.#sheikhmdhossain #IranWar #Iranian #IStandWithIran #Khamenei,negative
451,Bagley Cartoon: Jesus Take the Wheelhttps://www.sltrib.com/opinion/bagley/2026/03/05/bagley-cartoon-jesus-take-wheel/#uspol #IranWar #religion,neutral
452,"How the #warInIran is fueled by 2 years of AI-assisted #genocideInGaza""Tools from #Anthropic and #OpenAI are being used by the Pentagon to make military decisions in #Iran, guiding decisions could cost lives. Fast, powerful, or flawed, how have #AI systems already changed how wars are fought?""https://omny.fm/shows/the-take/how-is-the-us-using-anthropics-claude-ai-in-iran#IranWar #warOnIran #militarizedAI #artificialIntelligence #ClaudeAI #régimeChangeWars #tech #colonialViolence",negative
453,"Israel decided in November to eliminate Iran’s Supreme Leader Ali Khamenei, Defence Minister Israel Katz revealed, as Israeli forces continue airstrikes across Tehran. https://english.mathrubhumi.com/news/world/israel-planned-killing-ali-khamenei-november-israel-katz-may3ldq9?utm_source=dlvr.it&amp;utm_medium=mastodon #Israel #LatestNews #IsraelIranWar #IranWar",negative
454,"@Jinjirrie ironically there was a protest here in Adelaide about the #iranwar and Australia’s involvement, somebody had to be there with a Palestine flag.They protest so much they don’t even know what they’re protesting for and it’s lost all meaning.",neutral
455,"War propaganda always tries to justify violence, but the destruction on the ground tells a different story. Cities burning, hospitals struggling to treat the wounded, and families mourning their dead.Many critics say Israel and the United States are responsible for escalating the current conflict in Iran and risking a regional war that could affect millions of people.The people of the Middle East deserve peace, not another generation growing up under the shadow of war.#IranWar #IranIsraelWar",negative
456,"History will remember not just the political speeches about war, but also the lives lost and the cities destroyed.The current military campaign involving Israel and the United States in Iran has already caused heavy casualties and humanitarian concerns. �The Washington PostIf the world truly wants peace, then diplomacy and justice must replace the politics of endless war.#IranWar #IranIsraelWar #PeaceNow #HumanRights #StopTheWar",neutral
457,"President Trump hints that #Cuba is next on the agenda following the military campaign in #Iran. With Havana under a total energy blockade and Rubio leading the charge, tensions are hitting a breaking point. https://english.mathrubhumi.com/news/world/us-policy-cuba-after-iran-campaign-dkxlv2ko?utm_source=dlvr.it&amp;utm_medium=mastodon #Cuba #Trump #MarcoRubio #IranWar #OperationEpicFury",negative
458,#IRANWAR IS #LOST!’: #Geopolitical Expert Says #Trump CAUGHT in ‘SCALATION TRAP’ | Kyle Kulinski Show #SecularTalk #yt https://www.youtube.com/watch?v=db2GEM-N44o,neutral
459,"The images coming from Iran today are heartbreaking. Buildings destroyed, people trapped under rubble, and families forced to run from their homes.Many voices around the world accuse Israel and the United States of carrying out a military campaign that is causing immense suffering for civilians. Wars between governments should never destroy the lives of innocent people.If humanity wants a future of peace, it must reject wars that treat human lives as collateral damage.#IranWar #IranIsraelWar",negative
460,AUKUS in the Crosshairs? 3 Aussies were on the sub that sank the IRIS Dena. https://english.mathrubhumi.com/news/world/albanese-confirms-australian-personnel-us-submarine-iranian-ship-sinking-iris-dena-ysvwuu51?utm_source=dlvr.it&amp;utm_medium=mastodon #AUKUS #AnthonyAlbanese #USNavy #IRISDena #IranWar,neutral
461,"Yikes on targeting of hotels. Imagine transiting through Dubai, stuck at the airport... into a hotel that gets hit.The Conversation: Iran’s targeting of airport, ports and hotels in reaction to US strikes has forced Gulf nations onto front lines of a war they want no part inhttps://theconversation.com/irans-targeting-of-airport-ports-and-hotels-in-reaction-to-us-strikes-has-forced-gulf-nations-onto-front-lines-of-a-war-they-want-no-part-in-277208#iranwar",negative
462,"Before breaking US Marine Brian McGinnis&#39;s arm and violating his 1st Amendment rights, here&#39;s U.S. Senator Tim Sheehy (R-Montana) during a December 2024 trip to Israel, shortly after his election. This has been described in various sources as his &quot;first official act&quot; as senator.#OperationEpsteinFury #IranWar #USIranWar #OIL #OpreationIranLiberation https://www.youtube.com/shorts/zMJ8gYDPOC0",neutral
463,"&#39;Too Late!&#39; Trump says Iran is calling for a deal, but U.S. wants to &#39;fight more.&#39; https://english.mathrubhumi.com/news/world/trump-iran-negotiation-ultimatum-operation-epic-fury-day-6-updates-w0y7xkcf?utm_source=dlvr.it&amp;utm_medium=mastodon #Trump #IranWar #OperationEpicFury",negative
464,What best captures your thoughts on the United States submarine torpedoing the Iranian Navy ship in international waters near Sri Lanka? #IranWar,neutral
465,RE: https://mastodon.social/@Neptune_p_g/116166066754650373#artofthedeal #IRANWAR,neutral
466,"Strategic Standoff • The Iranian Anti Ship Missile threat to US Navy CarriersThe traditional naval battle in the Persian Gulf is over, and the results are clear: Iran’s conventional surface fleet has been decimated. .#trump #Military #Tech #USNavy #Future #Warfare #DefenseNews #weapons #navy #naval #innovation#science #news #IsraelIranConflict #IranWar #MiddleEastCrisis #OperationEpicFury https://www.youtube.com/watch?v=w2rTOjKTuxY",negative
467,"Wall Street&#39;s major indexes tumbled as escalating U.S.-Iran conflict fears drove oil prices 8.5% higher, with the Dow plunging 1.61% in its steepest single-day decline since April 2025 amid concerns over potential Middle East war expansion and global economic impact#YonhapInfomax #DowJones #IranWar #OilPrices #MiddleEastConflict #MarketVolatility #Economics #FinancialMarkets #Banking #Securities #Bonds #StockMarket https://en.infomaxai.com/news/articleView.html?idxno=108386",negative
468,It's not just #gasoline. Expect your #energy  bills to go up thanks to Trump’s #IranWar. https://insideclimatenews.org/news/05032026/iran-war-lng-utility-bills/,neutral
469,"At least 13 hospitals and health facilities hit during attacks on Iran, WHO says.https://www.theguardian.com/global-development/2026/mar/05/at-least-dozen-hospital-and-health-facilities-in-iran-hit-since-us-israel-attacks-began-who-says#usa #iran #iranwar #news #warcrimes",negative
470,"&quot;The Snake&quot; President Donald Trump reading a poem at a &quot;Make America Great Again&quot; rally in Harrisburg, Pennsylvania, on April 29, 2017 to mark his 100th day in office. #OperationEpsteinFury #IranWar #USIranWar #OIL #OpreationIranLiberation #Trump",neutral
